tract_geoid,state,i,group,hh_idx_within_group,rcv_kUSD,contents_kUSD
34013021300,NJ,65,owner,65,428.7426069,257.2455641
34013021300,NJ,66,owner,66,296.3885969,177.8331581
34013021300,NJ,67,owner,67,476.5443821,285.9266293
34013021300,NJ,68,owner,68,38.17520019,22.90512011
34013021300,NJ,69,owner,69,164.1088554,98.46531326
34013021300,NJ,70,owner,70,92.2339553,55.34037318
34013021300,NJ,71,owner,71,373.0385373,223.8231224
34013021300,NJ,72,owner,72,57.20985173,34.32591104
34013021300,NJ,73,owner,73,111.9823088,67.1893853
34013021300,NJ,74,owner,74,118.1801413,70.9080848
34013021300,NJ,75,owner,75,160.101438,96.06086278
34013021300,NJ,76,owner,76,66.60175442,39.96105265
34013021300,NJ,77,owner,77,337.7200837,202.6320502
34013021300,NJ,78,owner,78,168.2770883,100.966253
34013021300,NJ,79,owner,79,381.438643,228.8631858
34013021300,NJ,80,owner,80,111.6400147,66.98400883
34013021300,NJ,81,owner,81,147.2178989,88.33073931
34013021300,NJ,82,owner,82,337.5062004,202.5037202
34013021300,NJ,83,owner,83,375.8352714,225.5011628
34013021300,NJ,84,owner,84,437.6450372,262.5870223
34013021300,NJ,85,owner,85,46.22554297,27.73532578
34013021300,NJ,86,owner,86,98.60317746,59.16190648
34013021300,NJ,87,owner,87,108.9837713,65.39026277
34013021300,NJ,88,owner,88,240.8668191,144.5200914
34013021300,NJ,89,owner,89,225.81683,135.490098
34013021300,NJ,90,owner,90,400.3512225,240.2107335
34013021300,NJ,91,owner,91,86.74444749,52.0466685
34013021300,NJ,92,owner,92,231.1916667,138.715
34013021300,NJ,93,owner,93,211.4362881,126.8617729
34013021300,NJ,94,owner,94,418.9343008,251.3605805
34013021300,NJ,95,owner,95,158.7536794,95.25220766
34013021300,NJ,96,owner,96,125.1133984,75.06803906
34013021300,NJ,97,owner,97,105.1678876,63.10073256
34013021300,NJ,98,owner,98,159.3611912,95.61671471
34013021300,NJ,99,owner,99,174.7284274,104.8370565
34013021300,NJ,100,owner,100,273.2725869,163.9635522
34013021300,NJ,101,owner,101,112.8694638,67.72167828
34013021300,NJ,102,owner,102,61.40261248,36.84156749
34013021300,NJ,103,owner,103,231.8321957,139.0993174
34013021300,NJ,104,owner,104,274.1071209,164.4642725
34013021300,NJ,105,owner,105,142.938372,85.76302318
34013021300,NJ,106,owner,106,370.2917271,222.1750362
34013021300,NJ,107,owner,107,267.7924042,160.6754425
34013021300,NJ,108,owner,108,293.2791362,175.9674817
34013021300,NJ,109,owner,109,106.4245462,63.85472774
34013021300,NJ,110,owner,110,92.37383745,55.42430247
34013021300,NJ,111,owner,111,150.1569033,90.09414199
34013021300,NJ,112,owner,112,423.9238003,254.3542802
34013021300,NJ,113,owner,113,94.55149669,56.73089801
34013021300,NJ,114,owner,114,308.1150774,184.8690464
34013021300,NJ,115,owner,115,114.5162357,68.70974141
34013021300,NJ,116,owner,116,49.24317374,29.54590424
34013021300,NJ,117,owner,117,446.4085167,267.84511
34013021300,NJ,118,owner,118,202.587032,121.5522192
34013021300,NJ,119,owner,119,75.72241141,45.43344684
34013021300,NJ,120,owner,120,402.1715007,241.3029004
34013021300,NJ,121,owner,121,316.2470771,189.7482463
34013021300,NJ,122,owner,122,325.2664226,195.1598535
34013021300,NJ,123,owner,123,105.0006502,63.00039012
34013021300,NJ,124,owner,124,74.91004364,44.94602619
34013021300,NJ,125,owner,125,460.8599012,276.5159407
34013021300,NJ,126,owner,126,245.6264721,147.3758833
34013021300,NJ,127,owner,127,331.0844321,198.6506593
34013021300,NJ,128,owner,128,242.0104366,145.206262
34013021300,NJ,129,owner,129,262.0043356,157.2026014
34013021300,NJ,130,owner,130,71.96031839,43.17619103
34013021300,NJ,131,owner,131,73.19111861,43.91467117
34013021300,NJ,132,owner,132,343.6398218,206.1838931
34013021300,NJ,133,owner,133,159.0297029,95.41782174
34013021300,NJ,134,owner,134,113.4234401,68.05406406
34013021300,NJ,135,owner,135,116.6327952,69.97967712
34013021300,NJ,136,owner,136,65.69299595,39.41579757
34013021300,NJ,137,owner,137,126.5659252,75.93955515
34013021300,NJ,138,owner,138,210.1159266,126.069556
34013021300,NJ,139,owner,139,36.21239362,21.72743617
34013021300,NJ,140,owner,140,199.0035317,119.402119
34013021300,NJ,141,owner,141,365.3994679,219.2396807
34013021300,NJ,142,owner,142,120.3742853,72.22457116
34013021300,NJ,143,owner,143,256.0198623,153.6119174
34013021300,NJ,144,owner,144,200.7837027,120.4702216
34013021300,NJ,145,owner,145,138.8645626,83.31873759
34013021300,NJ,146,owner,146,255.556235,153.333741
34013021300,NJ,147,owner,147,141.4064422,84.84386533
34013021300,NJ,148,owner,148,54.27390925,32.56434555
34013021300,NJ,149,owner,149,121.6340231,72.98041387
34013021300,NJ,150,owner,150,162.4749796,97.48498777
34013021300,NJ,151,owner,151,102.7769486,61.66616918
34013021300,NJ,152,owner,152,316.6348729,189.9809237
34013021300,NJ,153,owner,153,54.18737144,32.51242286
34013021300,NJ,154,owner,154,214.9845073,128.9907044
34013021300,NJ,155,owner,155,110.1582203,66.0949322
34013021300,NJ,156,owner,156,203.1399745,121.8839847
34013021300,NJ,157,owner,157,81.15956228,48.69573737
34013021300,NJ,158,owner,158,156.5252481,93.91514885
34013021300,NJ,159,owner,159,119.4409815,71.66458887
34013021300,NJ,160,owner,160,123.5223186,74.11339114
34013021300,NJ,161,owner,161,200.4677864,120.2806718
34013021300,NJ,162,owner,162,172.5542369,103.5325422
34013021300,NJ,163,owner,163,147.7750027,88.66500159
34013021300,NJ,164,owner,164,382.8575807,229.7145484
34013021300,NJ,165,owner,165,67.66466727,40.59880036
34013021300,NJ,166,owner,166,289.8169498,173.8901699
34013021300,NJ,167,owner,167,243.2719399,145.963164
34013021300,NJ,168,owner,168,330.6014172,198.3608503
34013021300,NJ,169,owner,169,265.15423,159.092538
34013021300,NJ,170,owner,170,221.3311247,132.7986748
34013021300,NJ,171,owner,171,85.04200129,51.02520077
34013021300,NJ,172,owner,172,255.9712267,153.582736
34013021300,NJ,173,owner,173,245.0350865,147.0210519
34013021300,NJ,174,owner,174,143.548089,86.12885342
34013021300,NJ,175,owner,175,50.9768546,30.58611276
34013021300,NJ,176,owner,176,169.6403581,101.7842148
34013021300,NJ,177,owner,177,73.4647355,44.0788413
34013021300,NJ,178,owner,178,54.68634582,32.81180749
34013021300,NJ,179,owner,179,118.7919698,71.27518188
34013021300,NJ,180,owner,180,65.48170972,39.28902583
34013021300,NJ,181,owner,181,185.4831272,111.2898763
34013021300,NJ,182,owner,182,76.39578981,45.83747389
34013021300,NJ,183,owner,183,254.4021889,152.6413134
34013021300,NJ,184,owner,184,150.5898598,90.35391585
34013021300,NJ,185,owner,185,62.73843649,37.6430619
34013021300,NJ,186,owner,186,66.49188528,39.89513117
34013021300,NJ,187,owner,187,237.3681246,142.4208747
34013021300,NJ,188,owner,188,152.2057381,91.32344285
34013021300,NJ,189,owner,189,192.1172938,115.2703763
34013021300,NJ,190,owner,190,206.0207175,123.6124305
34013021300,NJ,191,owner,191,587.5501803,352.5301082
34013021300,NJ,192,owner,192,99.06315442,59.43789265
34013021300,NJ,193,owner,193,375.4675631,225.2805378
34013021300,NJ,194,owner,194,211.1847061,126.7108237
34013021300,NJ,195,owner,195,111.9733471,67.18400829
34013021300,NJ,196,owner,196,63.69660326,38.21796195
34013021300,NJ,197,owner,197,81.08544124,48.65126474
34013021300,NJ,198,owner,198,150.6801642,90.40809853
34013021300,NJ,199,owner,199,65.77565626,39.46539376
34013021300,NJ,200,owner,200,271.0698593,162.6419156
34013021300,NJ,201,owner,201,174.6743315,104.8045989
34013021300,NJ,202,owner,202,358.4133116,215.047987
34013021300,NJ,203,owner,203,178.2160284,106.9296171
34013021300,NJ,204,owner,204,530.6996037,318.4197622
34013021300,NJ,205,owner,205,139.0541002,83.43246009
34013021300,NJ,206,owner,206,128.9488113,77.36928681
34013021300,NJ,207,owner,207,369.7102164,221.8261298
34013021300,NJ,208,owner,208,206.6209432,123.9725659
34013021300,NJ,209,owner,209,286.4697976,171.8818786
34013021300,NJ,210,owner,210,168.1453728,100.8872237
34013021300,NJ,211,owner,211,40.00620747,24.00372448
34013021300,NJ,212,owner,212,122.5778424,73.54670542
34013021300,NJ,213,owner,213,95.17316384,57.1038983
34013021300,NJ,214,owner,214,109.2602404,65.55614427
34013021300,NJ,215,owner,215,107.461484,64.47689042
34013021300,NJ,216,owner,216,263.2156889,157.9294134
34013021300,NJ,217,owner,217,185.0743725,111.0446235
34013021300,NJ,218,owner,218,141.7615111,85.05690664
34013021300,NJ,219,owner,219,189.4488162,113.6692897
34013021300,NJ,220,owner,220,186.6719364,112.0031618
34013021300,NJ,221,owner,221,95.66716039,57.40029623
34013021300,NJ,222,owner,222,405.0743807,243.0446284
34013021300,NJ,223,owner,223,561.9089235,337.1453541
34013021300,NJ,224,owner,224,231.885979,139.1315874
34013021300,NJ,225,owner,225,274.0466014,164.4279608
34013021300,NJ,226,owner,226,124.0624483,74.437469
34013021300,NJ,227,owner,227,138.1391687,82.88350121
34013021300,NJ,228,owner,228,93.91186517,56.3471191
34013021300,NJ,229,owner,229,285.7656904,171.4594142
34013021300,NJ,230,owner,230,45.71726029,27.43035618
34013021300,NJ,231,owner,231,155.1663323,93.09979938
34013021300,NJ,232,owner,232,382.2538337,229.3523002
34013021300,NJ,233,owner,233,154.681212,92.80872722
34013021300,NJ,234,owner,234,595.8826094,357.5295656
34013021300,NJ,235,owner,235,164.4751633,98.68509797
34013021300,NJ,236,owner,236,210.9854373,126.5912624
34013021300,NJ,237,owner,237,295.2644401,177.1586641
34013021300,NJ,238,owner,238,238.276228,142.9657368
34013021300,NJ,239,owner,239,167.2382035,100.3429221
34013021300,NJ,240,owner,240,775.6117851,465.3670711
34013021300,NJ,241,owner,241,141.6566888,84.99401328
34013021300,NJ,242,owner,242,144.1087543,86.4652526
34013021300,NJ,243,owner,243,201.3384573,120.8030744
34013021300,NJ,244,owner,244,210.6286981,126.3772189
34013021300,NJ,245,owner,245,83.57647559,50.14588535
34013021300,NJ,246,owner,246,111.2892527,66.77355159
34013021300,NJ,247,owner,247,200.6318703,120.3791222
34013021300,NJ,248,owner,248,159.6703566,95.80221398
34013021300,NJ,249,owner,249,151.743886,91.04633157
34013021300,NJ,250,owner,250,107.3561732,64.41370391
34013021300,NJ,251,owner,251,125.5872882,75.35237293
34013021300,NJ,252,owner,252,112.8213014,67.69278083
34013021300,NJ,253,owner,253,159.8605513,95.91633076
34013021300,NJ,254,owner,254,243.097295,145.858377
34013021300,NJ,255,owner,255,32.00806296,19.20483778
34013021300,NJ,256,owner,256,162.8016575,97.6809945
34013021300,NJ,257,owner,257,114.92526,68.955156
34013021300,NJ,258,owner,258,184.3444309,110.6066585
34013021300,NJ,259,owner,259,351.3157555,210.7894533
34013021300,NJ,260,owner,260,352.7965325,211.6779195
34013021300,NJ,261,owner,261,145.486261,87.29175661
34013021300,NJ,262,owner,262,195.4612392,117.2767435
34013021300,NJ,263,owner,263,124.4161035,74.64966212
34013021300,NJ,264,owner,264,226.8700517,136.122031
34013021300,NJ,265,owner,265,235.4417503,141.2650502
34013021300,NJ,266,owner,266,172.1029276,103.2617566
34013021300,NJ,267,owner,267,199.0335963,119.4201578
34013021300,NJ,268,owner,268,47.01251352,28.20750811
34013021300,NJ,269,owner,269,360.3980308,216.2388185
34013021300,NJ,270,owner,270,166.0519397,99.63116383
34013021300,NJ,271,owner,271,106.2863643,63.77181856
34013021300,NJ,272,owner,272,191.2591112,114.7554667
34013021300,NJ,273,owner,273,374.6937023,224.8162214
34013021300,NJ,274,owner,274,707.6054116,424.5632469
34013021300,NJ,275,owner,275,443.3724351,266.023461
34013021300,NJ,276,owner,276,464.1379203,278.4827522
34013021300,NJ,277,owner,277,153.8068076,92.28408458
34013021300,NJ,278,owner,278,345.3737512,207.2242507
34013021300,NJ,279,owner,279,162.6203536,97.57221216
34013021300,NJ,280,owner,280,101.2174948,60.73049689
34013021300,NJ,281,owner,281,175.5341034,105.320462
34013021300,NJ,282,owner,282,125.4606578,75.27639465
34013021300,NJ,283,owner,283,502.0219209,301.2131525
34013021300,NJ,284,owner,284,431.9169597,259.1501758
34013021300,NJ,285,owner,285,177.2940625,106.3764375
34013021300,NJ,286,owner,286,203.6962801,122.2177681
34013021300,NJ,287,owner,287,137.9680454,82.78082724
34013021300,NJ,288,owner,288,235.2849756,141.1709853
34013021300,NJ,289,owner,289,661.8115733,397.086944
34013021300,NJ,290,owner,290,229.8688516,137.9213109
34013021300,NJ,291,owner,291,74.95107861,44.97064717
34013021300,NJ,292,owner,292,306.6476843,183.9886106
34013021300,NJ,293,owner,293,373.9698676,224.3819206
34013021300,NJ,294,owner,294,221.5113113,132.9067868
34013021300,NJ,295,owner,295,268.0066966,160.804018
34013021300,NJ,296,owner,296,242.5436334,145.5261801
34013021300,NJ,297,owner,297,58.74694726,35.24816836
34013021300,NJ,298,owner,298,309.6217548,185.7730529
34013021300,NJ,299,owner,299,149.5652753,89.73916517
34013021300,NJ,300,owner,300,132.3663894,79.41983363
34013021300,NJ,301,owner,301,210.9839555,126.5903733
34013021300,NJ,302,owner,302,89.5503827,53.73022962
34013021300,NJ,303,owner,303,120.9813567,72.58881402
34013021300,NJ,304,owner,304,223.8518059,134.3110836
34013021300,NJ,305,owner,305,65.0387299,39.02323794
34013021300,NJ,306,owner,306,466.2410495,279.7446297
34013021300,NJ,307,owner,307,345.8553695,207.5132217
34013021300,NJ,308,owner,308,134.0485357,80.42912142
34013021300,NJ,309,owner,309,170.062494,102.0374964
34013021300,NJ,310,owner,310,236.5422581,141.9253549
34013021300,NJ,311,owner,311,116.2048339,69.72290034
34013021300,NJ,312,owner,312,138.3121225,82.98727347
34013021300,NJ,313,owner,313,309.3911027,185.6346616
34013021300,NJ,314,owner,314,245.7534913,147.4520948
34013021300,NJ,315,owner,315,170.4796014,102.2877608
34013021300,NJ,316,owner,316,69.03833131,41.42299879
34013021300,NJ,317,owner,317,191.0389017,114.623341
34013021300,NJ,318,owner,318,523.475446,314.0852676
34013021300,NJ,319,owner,319,246.8149224,148.0889534
34013021300,NJ,320,owner,320,235.0028305,141.0016983
34013021300,NJ,321,owner,321,84.67564579,50.80538747
34013021300,NJ,322,owner,322,296.8100839,178.0860504
34013021300,NJ,323,owner,323,301.1912362,180.7147417
34013021300,NJ,324,owner,324,130.1913478,78.11480867
34013021300,NJ,325,owner,325,191.6110476,114.9666285
34013021300,NJ,326,owner,326,346.1767737,207.7060642
34013021300,NJ,327,owner,327,546.4141775,327.8485065
34013021300,NJ,328,owner,328,163.7174297,98.23045781
34013021300,NJ,329,owner,329,172.0114208,103.2068525
34013021300,NJ,330,owner,330,155.7556815,93.45340889
34013021300,NJ,331,owner,331,44.89548227,26.93728936
34013021300,NJ,332,owner,332,277.7444346,166.6466608
34013021300,NJ,333,owner,333,379.8002627,227.8801576
34013021300,NJ,334,owner,334,183.8073798,110.2844279
34013021300,NJ,335,owner,335,160.6009065,96.36054388
34013021300,NJ,336,owner,336,69.00243783,41.4014627
34013021300,NJ,337,owner,337,238.2385342,142.9431205
34013021300,NJ,338,owner,338,105.4566309,63.27397853
34013021300,NJ,339,owner,339,231.4830761,138.8898457
34013021300,NJ,340,owner,340,43.98227455,26.38936473
34013021300,NJ,341,owner,341,259.2112576,155.5267546
34013021300,NJ,342,owner,342,104.0683103,62.44098615
34013021300,NJ,343,owner,343,261.8654811,157.1192887
34013021300,NJ,344,owner,344,357.7448995,214.6469397
34013021300,NJ,345,owner,345,455.3929591,273.2357755
34013021300,NJ,346,owner,346,303.3505363,182.0103218
34013021300,NJ,347,owner,347,404.2162186,242.5297311
34013021300,NJ,348,owner,348,131.6997185,79.01983109
34013021300,NJ,349,owner,349,88.03910638,52.82346383
34013021300,NJ,350,owner,350,70.02833317,42.0169999
34013021300,NJ,351,owner,351,83.40995888,50.04597533
34013021300,NJ,352,owner,352,72.28122288,43.36873373
34013021300,NJ,353,owner,353,187.2779189,112.3667514
34013021300,NJ,354,owner,354,51.10662576,30.66397546
34013021300,NJ,355,owner,355,348.6864576,209.2118746
34013021300,NJ,356,owner,356,90.04576035,54.02745621
34013021300,NJ,357,owner,357,342.6824229,205.6094537
34013021300,NJ,358,owner,358,84.95630013,50.97378008
34013021300,NJ,359,owner,359,217.9569437,130.7741662
34013021300,NJ,360,owner,360,134.8115944,80.88695663
34013021300,NJ,361,owner,361,152.4436113,91.46616678
34013021300,NJ,362,owner,362,219.9523168,131.9713901
34013021300,NJ,363,owner,363,222.0565641,133.2339385
34013021300,NJ,364,owner,364,105.9632499,63.57794996
34013021300,NJ,365,owner,365,99.44247491,59.66548494
34013021300,NJ,366,owner,366,111.4720554,66.88323321
34013021300,NJ,367,owner,367,138.7955926,83.27735558
34013021300,NJ,368,owner,368,124.3295096,74.59770576
34013021300,NJ,369,owner,369,152.8447833,91.70686996
34013021300,NJ,370,owner,370,278.8226692,167.2936015
34013021300,NJ,371,owner,371,57.16336763,34.29802058
34013021300,NJ,372,owner,372,198.4889856,119.0933913
34013021300,NJ,373,owner,373,64.43595349,38.66157209
34013021300,NJ,374,owner,374,114.9345751,68.96074503
34013021300,NJ,375,owner,375,420.0435097,252.0261058
34013021300,NJ,376,owner,376,101.5280296,60.91681774
34013021300,NJ,377,owner,377,122.308339,73.38500337
34013021300,NJ,378,owner,378,104.8572008,62.91432045
34013021300,NJ,379,owner,379,177.6052602,106.5631561
34013021300,NJ,380,owner,380,99.77346735,59.86408041
34013021300,NJ,381,owner,381,234.2254527,140.5352716
34013021300,NJ,382,owner,382,99.50992217,59.7059533
34013021300,NJ,383,owner,383,61.80708352,37.08425011
34013021300,NJ,384,owner,384,182.6587197,109.5952318
34013021300,NJ,385,owner,385,580.0846301,348.0507781
34013021300,NJ,386,owner,386,48.9381699,29.36290194
34013021300,NJ,387,owner,387,124.4278856,74.65673139
34013021300,NJ,388,owner,388,239.9400853,143.9640512
34013021300,NJ,389,owner,389,206.8828097,124.1296858
34013021300,NJ,390,owner,390,115.4929281,69.29575688
34013021300,NJ,391,owner,391,56.54295924,33.92577555
34013021300,NJ,392,owner,392,218.2590118,130.9554071
34013021300,NJ,393,owner,393,209.2900766,125.574046
34013021300,NJ,394,owner,394,138.9986768,83.39920609
34013021300,NJ,395,owner,395,175.721008,105.4326048
34013021300,NJ,396,owner,396,108.2879861,64.97279164
34013021300,NJ,397,owner,397,154.5579365,92.7347619
34013021300,NJ,398,owner,398,81.28686078,48.77211647
34013021300,NJ,399,owner,399,223.2630379,133.9578227
34013021300,NJ,400,owner,400,219.036773,131.4220638
34013021300,NJ,401,owner,401,188.9405722,113.3643433
34013021300,NJ,402,owner,402,200.393002,120.2358012
34013021300,NJ,403,owner,403,184.3781009,110.6268605
34013021300,NJ,404,owner,404,114.8793688,68.92762126
34013021300,NJ,405,owner,405,139.8648335,83.91890008
34013021300,NJ,406,owner,406,86.88604865,52.13162919
34013021300,NJ,407,owner,407,226.4078042,135.8446825
34013021300,NJ,408,owner,408,110.7295359,66.43772153
34013021300,NJ,409,owner,409,313.6977772,188.2186663
34013021300,NJ,410,owner,410,39.51179784,23.7070787
34013021300,NJ,411,owner,411,62.86297585,37.71778551
34013021300,NJ,412,owner,412,104.2643188,62.55859129
34013021300,NJ,413,owner,413,425.6634215,255.3980529
34013021300,NJ,414,owner,414,206.2808175,123.7684905
34013021300,NJ,415,owner,415,224.1764644,134.5058787
34013021300,NJ,416,owner,416,220.9683948,132.5810369
34013021300,NJ,417,owner,417,328.900583,197.3403498
34013021300,NJ,418,owner,418,211.0193062,126.6115837
34013021300,NJ,419,owner,419,367.8060521,220.6836313
34013021300,NJ,420,owner,420,244.9727025,146.9836215
34013021300,NJ,421,owner,421,332.8761271,199.7256763
34013021300,NJ,422,owner,422,181.774145,109.064487
34013021300,NJ,423,owner,423,219.1098841,131.4659305
34013021300,NJ,424,owner,424,253.9746302,152.3847781
34013021300,NJ,425,owner,425,177.8134283,106.688057
34013021300,NJ,426,owner,426,524.8946788,314.9368073
34013021300,NJ,427,owner,427,310.7125996,186.4275597
34013021300,NJ,428,owner,428,175.3971098,105.2382659
34013021300,NJ,429,owner,429,65.44544115,39.26726469
34013021300,NJ,430,owner,430,78.87367699,47.3242062
34013021300,NJ,431,owner,431,414.8268869,248.8961322
34013021300,NJ,432,owner,432,315.5241627,189.3144976
34013021300,NJ,433,owner,433,147.3164053,88.38984318
34013021300,NJ,434,owner,434,314.5201714,188.7121028
34013021300,NJ,435,owner,435,210.6293411,126.3776046
34013021300,NJ,436,owner,436,682.2029689,409.3217813
34013021300,NJ,437,owner,437,86.39254304,51.83552582
34013021300,NJ,438,owner,438,50.11028319,30.06616991
34013021300,NJ,439,owner,439,334.1283132,200.4769879
34013021300,NJ,440,owner,440,91.24603936,54.74762362
34013021300,NJ,441,owner,441,86.53347515,51.92008509
34013021300,NJ,442,owner,442,355.8752293,213.5251376
34013021300,NJ,443,owner,443,103.5313474,62.11880845
34013021300,NJ,444,owner,444,67.8892535,40.7335521
34013021300,NJ,445,owner,445,391.5343964,234.9206378
34013021300,NJ,446,owner,446,171.7424321,103.0454593
34013021300,NJ,447,owner,447,791.4847856,474.8908714
34013021300,NJ,448,owner,448,259.415804,155.6494824
34013021300,NJ,449,owner,449,143.7448028,86.24688167
34013021300,NJ,450,owner,450,205.2557464,123.1534478
34013021300,NJ,451,owner,451,129.9543611,77.97261664
34013021300,NJ,452,owner,452,63.50228221,38.10136933
34013021300,NJ,453,owner,453,30.59182756,18.35509654
34013021300,NJ,454,owner,454,204.2537371,122.5522423
34013021300,NJ,455,owner,455,545.7052052,327.4231231
34013021300,NJ,456,owner,456,53.0167708,31.81006248
34013021300,NJ,457,owner,457,106.2923005,63.77538028
34013021300,NJ,458,owner,458,258.9719243,155.3831546
34013021300,NJ,459,owner,459,11.20017941,6.720107644
34013021300,NJ,460,owner,460,109.7024967,65.821498
34013021300,NJ,461,owner,461,201.6089931,120.9653958
34013021300,NJ,462,owner,462,294.6067341,176.7640405
34013021300,NJ,463,owner,463,178.0206695,106.8124017
34013021300,NJ,464,owner,464,95.62410435,57.37446261
34013021300,NJ,465,owner,465,299.3600635,179.6160381
34013021300,NJ,466,owner,466,71.69282608,43.01569565
34013021300,NJ,467,owner,467,55.55846539,33.33507924
34013021300,NJ,468,owner,468,114.1698128,68.50188768
34013021300,NJ,469,owner,469,284.3890854,170.6334513
34013021300,NJ,470,owner,470,233.2362222,139.9417333
34013021300,NJ,471,owner,471,219.0702548,131.4421529
34013021300,NJ,472,owner,472,170.4722238,102.2833343
34013021300,NJ,473,owner,473,144.9966451,86.99798705
34013021300,NJ,474,owner,474,196.1602104,117.6961263
34013021300,NJ,475,owner,475,147.6682988,88.6009793
34013021300,NJ,476,owner,476,152.5759189,91.54555133
34013021300,NJ,477,owner,477,121.1520232,72.69121395
34013021300,NJ,478,owner,478,264.3127457,158.5876474
34013021300,NJ,479,owner,479,70.79707944,42.47824767
34013021300,NJ,480,owner,480,191.4331252,114.8598751
34013021300,NJ,481,owner,481,274.8330919,164.8998551
34013021300,NJ,482,owner,482,378.9049752,227.3429851
34013021300,NJ,483,owner,483,244.6646276,146.7987765
34013021300,NJ,484,owner,484,205.1007305,123.0604383
34013021300,NJ,485,owner,485,188.1050967,112.863058
34013021300,NJ,486,owner,486,84.85609107,50.91365464
34013021300,NJ,487,owner,487,127.8022848,76.6813709
34013021300,NJ,488,owner,488,157.6360645,94.5816387
34013021300,NJ,489,owner,489,138.8263473,83.29580837
34013021300,NJ,490,owner,490,62.15884965,37.29530979
34013021300,NJ,491,owner,491,210.4319612,126.2591767
34013021300,NJ,492,owner,492,99.66751205,59.80050723
34013021300,NJ,493,owner,493,248.1558408,148.8935045
34013021300,NJ,494,owner,494,142.0044519,85.20267114
34013021300,NJ,495,owner,495,106.7852246,64.07113477
34013021300,NJ,496,owner,496,262.2378846,157.3427307
34013021300,NJ,497,owner,497,220.1728778,132.1037267
34013021300,NJ,498,owner,498,198.9850635,119.3910381
34013021300,NJ,499,owner,499,175.2247411,105.1348446
